president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Joseph R. Biden Jr.,All polls,10/20/2021,9/17/2021,9/20/2021,Morning Consult,B,2200,a,0.08988838,0.00111552,49,44,47.531477,47.191212,,,https://morningconsult.com/2021/09/27/voting-rights-elections-polling/,76471,145674,9/27/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/17/2021,9/21/2021,Morning Consult,B,2200,a,0.08988838,0.00111552,49,46,47.531477,49.191212,,,https://morningconsult.com/2021/09/27/supply-chain-disruptions-limit-consumer-spending/,76469,145669,9/27/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/17/2021,9/23/2021,Morning Consult,B,15000,a,0.08995801,0.00165754,47,46,45.531477,49.191212,,T,https://morningconsult.com/form/global-leader-approval/,76548,145972,9/30/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/17/2021,9/23/2021,Echelon Insights,B/C,1005,rv,1.0570838,0.02943522,50,48,49.060041,47.568244,,,https://echeloninsights.com/in-the-news/september-omnibus-political/,76464,145650,9/24/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/19/2021,9/20/2021,Redfield & Wilton Strategies,B/C,1500,a,0.9724935,0.02430291,45,34,45.341559,38.810805,,,https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-19-20-september/,76445,145624,9/23/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/18/2021,9/21/2021,YouGov,B+,1500,a,0.72431015,0.01541405,43,46,44.352119,46.463244,,,https://docs.cdn.yougov.com/h4zvi2yb6c/econTabReport.pdf,76410,145550,9/22/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/19/2021,9/21/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20601815,0.00421138,45,55,47.386041,48.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76411,145563,9/22/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/18/2021,9/24/2021,Morning Consult,B,15000,a,0.09254706,0.00224962,46,46,44.531477,49.191212,,T,https://morningconsult.com/form/global-leader-approval/,76549,145973,9/30/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/20/2021,9/22/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20669568,0.00562052,45,54,47.386041,47.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76427,145594,9/23/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/19/2021,9/25/2021,Morning Consult,B,15000,a,0.09506028,0.00286147,46,46,44.531477,49.191212,,T,https://morningconsult.com/form/global-leader-approval/,76550,145974,9/30/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/21/2021,9/23/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20706864,0.00703402,42,56,44.386041,49.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76463,145648,9/24/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/22/2021,9/23/2021,Ipsos,B-,1005,a,0.68338662,0.03108988,44,51,42.814057,51.961727,,,https://www.ipsos.com/sites/default/files/ct/news/documents/2021-09/2021%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2009%2023%202021.pdf,76460,145644,9/24/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/20/2021,9/26/2021,Morning Consult,B,15000,a,0.09681466,0.00349736,46,47,44.531477,50.191212,,T,https://morningconsult.com/form/global-leader-approval/,76551,145975,9/30/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/20/2021,9/26/2021,Marist College,A,1220,a,2.0574265,0.12848213,45,46,46.006976,45.776955,,,https://maristpoll.marist.edu/wp-content/uploads/2021/09/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_PLCV_202109271420.pdf,76556,145980,9/30/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/21/2021,9/27/2021,Morning Consult,B,15000,a,0.09755976,0.00415212,45,47,43.531477,50.191212,,T,https://morningconsult.com/form/global-leader-approval/,76552,145976,9/30/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/23/2021,9/25/2021,Morning Consult,B,2200,a,0.10016135,0.00426285,47,49,45.531477,52.191212,,,https://morningconsult.com/2021/09/30/natural-disasters-trend-polling-2021/,76554,145978,9/30/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/22/2021,9/26/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.12449479,0.00594399,40,58,42.386041,51.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76465,145664,9/27/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/23/2021,9/27/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.37196489,0.02043328,41,58,43.386041,51.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76476,145687,9/28/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/24/2021,9/26/2021,Léger,B/C,1001,a,0.86980217,0.05828865,46,52,46.032698,51.963538,,,https://projects.fivethirtyeight.com/polls/20211003_US_Leger.pdf,76604,146054,10/3/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/24/2021,9/25/2021,HarrisX,B+,935,rv,0.77950542,0.05234509,47,42,42.662909,43.025437,,,https://thehill.com/hilltv/what-americas-thinking/574102-poll-47-percent-approve-of-biden-as-president,76470,145670,9/27/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/23/2021,9/27/2021,Global Strategy Group/GBAO (Navigator Research),B/C,1000,rv,0.83381006,0.05595829,46,51,45.434811,50.086356,,,https://navigatorresearch.org/wp-content/uploads/2021/10/Navigator-Toplines-09.28.2021.pdf,76508,145863,9/29/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/23/2021,9/27/2021,AP-NORC,,1099,a,1.4869647,0.12791094,50,49,46.39118,49.292755,,,https://apnorc.org/projects/bidens-job-approval-on-the-decline-among-several-groups/,76581,146018,10/1/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/24/2021,9/25/2021,RMG Research,B-,1200,rv,0.90907065,0.06100648,45,48,43.908774,49.057971,,,https://scottrasmussen.com/biden-45-approve-48-disapprove-strong-approval-down-7-over-past-week/,76507,145859,9/29/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/22/2021,9/28/2021,Morning Consult,B,15000,a,0.09891816,0.0048397,45,47,43.531477,50.191212,,T,https://morningconsult.com/form/global-leader-approval/,76553,145977,9/30/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/23/2021,9/29/2021,Morning Consult,B,15000,a,0.1002455,0.00554543,45,47,43.531477,50.191212,,T,https://morningconsult.com/form/global-leader-approval/,76621,146120,10/7/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/24/2021,9/27/2021,Morning Consult,B,2200,a,0.10291871,0.00569331,48,46,46.531477,49.191212,,,https://morningconsult.com/2021/10/01/health-tech-tracking-apps-data-privacy-poll/,76468,146019,10/1/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/26/2021,9/28/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20700235,0.01435541,42,56,44.386041,49.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76510,145870,9/29/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/26/2021,9/28/2021,YouGov,B+,1500,a,0.80985476,0.0543736,40,49,41.352119,49.463244,,,https://docs.cdn.yougov.com/h4zvi2yb6c/econTabReport.pdf,76511,145871,9/29/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/24/2021,9/30/2021,Morning Consult,B,15000,a,0.1015793,0.006278,45,47,43.531477,50.191212,,T,https://morningconsult.com/form/global-leader-approval/,76622,146121,10/7/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/25/2021,10/1/2021,Morning Consult,B,15000,a,0.10267135,0.00833281,45,47,43.531477,50.191212,,T,https://morningconsult.com/form/global-leader-approval/,76623,146122,10/7/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/27/2021,9/29/2021,Morning Consult,B,2200,a,0.10540925,0.00855502,48.5,46,47.031477,49.191212,*,,https://morningconsult.com/2021/10/01/iatse-hollywood-strike-poll/,76582,146020,10/1/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/27/2021,9/28/2021,HarrisX,B+,935,rv,0.85708948,0.09035371,48,43,43.662909,44.025437,,,https://thehill.com/hilltv/what-americas-thinking/575107-what-americas-thinking-october-04-2021,76609,146069,10/4/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/27/2021,9/29/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20767582,0.01881089,42,56,44.386041,49.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76555,145979,9/30/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/28/2021,9/30/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.20820202,0.02328029,42,56,44.386041,49.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76583,146021,10/1/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/26/2021,10/2/2021,Morning Consult,B,15000,a,0.10279509,0.01047102,45,47,43.531477,50.191212,,T,https://morningconsult.com/form/global-leader-approval/,76624,146123,10/7/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/29/2021,9/30/2021,Morning Consult,B,2200,a,0.10490305,0.01302834,46,48,44.531477,51.191212,,,https://morningconsult.com/2021/10/05/r-kelly-spotify-apple/,76612,146078,10/5/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/27/2021,10/3/2021,Morning Consult,B,15000,a,0.1021783,0.01268994,46,47,44.531477,50.191212,,T,https://morningconsult.com/form/global-leader-approval/,76625,146124,10/7/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/29/2021,9/30/2021,Ipsos,B-,1005,a,0.69330596,0.10211891,46,50,44.814057,50.961727,,,https://www.ipsos.com/sites/default/files/ct/news/documents/2021-09/2021%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2009%2030%202021.pdf,76579,146014,9/30/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/29/2021,10/3/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.12555757,0.01943277,43,56,45.386041,49.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76606,146060,10/4/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/28/2021,10/4/2021,Morning Consult,B,15000,a,0.101603,0.01503661,46,47,44.531477,50.191212,,T,https://morningconsult.com/form/global-leader-approval/,76626,146125,10/7/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/29/2021,10/2/2021,IBD/TIPP,A+,1308,a,2.426711,0.5170909,44,40,44.336322,44.291305,,,https://www.investors.com/politics/president-joe-biden-job-approval-stabilizes-but-not-among-this-group-ibd-tipp-poll/,76607,146061,10/4/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/30/2021,10/1/2021,Public Policy Polling,A-,758,rv,1.3297851,0.2846135,46,47,47.018719,46.447287,,,https://decriminalizesex.work/public-policy-polling-2021/,76812,146417,10/15/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/30/2021,10/4/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.37590722,0.0666082,43,55,45.386041,48.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76610,146075,10/5/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/29/2021,10/5/2021,Morning Consult,B,15000,a,0.10118835,0.017498,46,47,44.531477,50.191212,,T,https://morningconsult.com/form/global-leader-approval/,76627,146126,10/7/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/1/2021,10/4/2021,Quinnipiac University,A-,1326,a,1.6898071,0.41236881,38,53,40.71562,52.452973,,,https://poll.qu.edu/poll-release?releaseid=3824,76611,146113,10/6/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/1/2021,10/4/2021,Morning Consult,B,3300,a,0.15576672,0.03091617,45.5,49,44.031477,52.191212,*,,https://morningconsult.com/2021/10/05/instagram-kids-social-media-polling/,76613,146079,10/5/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/2/2021,10/4/2021,Morning Consult,B,1998,rv,0.09430967,0.01871833,45,52,43.531477,55.191212,,,https://www.politico.com/f/?id=0000017c-5392-d47e-ab7e-dfb2c5590000,76615,146085,10/6/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,9/30/2021,10/6/2021,Morning Consult,B,15000,a,0.10114722,0.02007543,45,47,43.531477,50.191212,,T,https://morningconsult.com/form/global-leader-approval/,76759,146343,10/14/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/1/2021,10/4/2021,YouGov,B+,1640,a,0.80436098,0.1733827,42,50,43.352119,50.463244,,,https://docs.cdn.yougov.com/a6ira9rwv9/20211001_yahoo_vaccine_tabs.pdf,76619,146118,10/6/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/3/2021,10/5/2021,YouGov,B+,1500,a,0.73395342,0.17778016,42,48,43.352119,48.463244,,,https://docs.cdn.yougov.com/j46zs8picp/econTabReport.pdf,76617,146097,10/6/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/3/2021,10/5/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.21064361,0.04672274,45,54,47.386041,47.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76618,146111,10/6/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/1/2021,10/7/2021,Morning Consult,B,15000,a,0.10274314,0.02286599,45,47,43.531477,50.191212,,T,https://morningconsult.com/form/global-leader-approval/,76760,146344,10/14/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/5/2021,10/5/2021,Redfield & Wilton Strategies,B/C,1500,rv,1.0768175,0.31326464,45,37,45.341559,41.810805,,,https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-5-october/,76629,146128,10/7/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/4/2021,10/6/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.21253856,0.05182191,43,55,45.386041,48.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76628,146127,10/7/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/4/2021,10/6/2021,Trafalgar Group,A-,1087,lv,1.7368562,0.54984493,39.6,56,41.406602,53.326474,,,https://www.thetrafalgargroup.org/TRF-Biden-Approval-10-07-Poll-Report.pdf,76659,146177,10/8/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/2/2021,10/8/2021,Morning Consult,B,15000,a,0.10466817,0.02581424,46,47,44.531477,50.191212,,T,https://morningconsult.com/form/global-leader-approval/,76761,146345,10/14/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/5/2021,10/7/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.21432225,0.05711242,43,56,45.386041,49.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76661,146182,10/8/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/3/2021,10/9/2021,Morning Consult,B,15000,a,0.10671857,0.02894896,46,47,44.531477,50.191212,,T,https://morningconsult.com/form/global-leader-approval/,76762,146346,10/14/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/6/2021,10/7/2021,Ipsos,B-,1005,a,0.73195664,0.23380918,48,47,46.814057,47.961727,,,https://www.ipsos.com/sites/default/files/ct/news/documents/2021-10/2021%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2010%2007%202021_0.pdf,76658,146176,10/7/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/6/2021,10/8/2021,YouGov,B+,2054,a,1.0599325,0.33405257,50,50,51.352119,50.463244,,,https://www.cbsnews.com/news/democrats-build-back-better-americans-dont-know-opinion-poll/,76700,146232,10/10/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/4/2021,10/10/2021,Morning Consult,B,15000,a,0.1088533,0.03225356,46,47,44.531477,50.191212,,T,https://morningconsult.com/form/global-leader-approval/,76763,146347,10/14/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/6/2021,10/8/2021,Morning Consult,B,2200,a,0.11175605,0.03311365,49,46,47.531477,49.191212,,,https://morningconsult.com/2021/10/11/squid-game-netflix-popularity/,76703,146238,10/11/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/6/2021,10/10/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.12989357,0.04656137,41,58,43.386041,51.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76701,146236,10/11/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/5/2021,10/11/2021,Morning Consult,B,15000,a,0.11179243,0.04051024,46,47,44.531477,50.191212,,T,https://morningconsult.com/form/global-leader-approval/,76764,146348,10/14/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/7/2021,10/11/2021,Global Strategy Group/GBAO (Navigator Research),B/C,1001,rv,0.92096174,0.4243696,46,51,45.434811,50.086356,,,https://navigatorresearch.org/wp-content/uploads/2021/10/Navigator-Toplines-10.13.2021.pdf,76890,146530,10/19/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/7/2021,10/11/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.39017779,0.16639052,41,57,43.386041,50.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76704,146239,10/12/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/8/2021,10/10/2021,Léger,B/C,1000,a,0.96473121,0.44457223,45,53,45.032698,52.963538,,,https://leger360.com/surveys/legers-north-american-tracker-october-13-2021/,76755,146319,10/13/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/6/2021,10/12/2021,Morning Consult,B,15000,a,0.8068156,0.34508177,46,47,44.531477,50.191212,,T,https://morningconsult.com/form/global-leader-approval/,76765,146349,10/14/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/7/2021,10/11/2021,CNN/SSRS,C,1000,a,0.96514294,0.47064364,50,49,48.934,48.727668,,,https://www.cnn.com/2021/10/13/politics/cnn-poll-democrats-bills/index.html,76758,146336,10/13/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/8/2021,10/12/2021,Morning Consult,B,2200,a,0.12683748,0.0619164,46.5,48.5,45.031477,51.691212,*,,https://morningconsult.com/2021/10/14/prequels-sequels-halloween-kills-poll/,76766,146350,10/14/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/8/2021,10/11/2021,Morning Consult,B,1999,rv,0.11524915,0.0562595,46,51,44.531477,54.191212,,,https://assets.morningconsult.com/wp-uploads/2021/10/13064013/2110042_crosstabs_POLITICO_RVs_v2_SH.pdf,76754,146315,10/13/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/10/2021,10/12/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.22185373,0.12376519,43,56,45.386041,49.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76757,146335,10/13/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/9/2021,10/12/2021,Morning Consult,B,2200,a,0.1379512,0.07554104,47,48,45.531477,51.191212,,,https://morningconsult.com/2021/10/19/prestige-tv-netflix-hbo/,76889,146529,10/19/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/9/2021,10/12/2021,YouGov,B+,1500,a,0.87836893,0.49447449,40,50,41.352119,50.463244,,,https://docs.cdn.yougov.com/h2rgoa7a3x/econTabReport.pdf,76756,146321,10/13/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/11/2021,10/13/2021,Morning Consult,B,2201,a,0.15164718,0.0921445,48,47,46.531477,50.191212,,,https://morningconsult.com/2021/10/15/james-bond-replacement-craig-elba/,76811,146416,10/15/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/11/2021,10/13/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.22603717,0.14061906,43,56,45.386041,49.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76767,146351,10/14/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/12/2021,10/14/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.23174807,0.15884492,43,56,45.386041,49.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76813,146419,10/15/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/13/2021,10/14/2021,Ipsos,B-,1005,a,0.86331287,0.65177398,46,48,44.814057,48.961727,,,https://www.ipsos.com/sites/default/files/ct/news/documents/2021-10/2021%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2010%2014%202021.pdf,76808,146408,10/14/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/13/2021,10/17/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.14713586,0.11943922,42,56,44.386041,49.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76856,146485,10/18/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/13/2021,10/17/2021,Selzer & Co.,A+,915,a,1.9067654,1.5811161,37,50,38.780744,50.148256,,,https://www.grinnell.edu/sites/default/files/docs/2021-10/GCNP%20Oct21%20Toplines%20Methodology%20Crosstabs%20v2.pdf,76897,146555,10/20/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/14/2021,10/18/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.45520333,0.39814845,42,56,44.386041,49.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76892,146540,10/19/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/14/2021,10/18/2021,McLaughlin & Associates,C/D,1000,lv,0.76990828,0.68224847,45,54,43.604953,53.028788,,,https://mclaughlinonline.com/pols/wp-content/uploads/2021/10/National-Monthly-October-Release.pdf,76905,146591,10/20/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/16/2021,10/18/2021,Morning Consult,B,1998,rv,0.26521993,0.24623424,45,52,43.531477,55.191212,,,https://assets.morningconsult.com/wp-uploads/2021/10/20054637/2110084_crosstabs_POLITICO_RVs_v1_SH.pdf,76896,146551,10/20/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/15/2021,10/18/2021,Quinnipiac University,A-,1342,a,1.7493178,1.6464101,37,52,39.71562,51.452973,,,https://poll.qu.edu/poll-release?releaseid=3825,76893,146544,10/19/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/15/2021,10/19/2021,Echelon Insights,B/C,1098,rv,1.2663284,1.1936606,47,51,46.060041,50.568244,,,https://echeloninsights.com/in-the-news/october-omnibus-political/,76908,146608,10/20/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/17/2021,10/19/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,0.82825517,0.82825517,41,58,43.386041,51.73319,,T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76903,146576,10/20/2021,10/20/2021 16:59
Joseph R. Biden Jr.,All polls,10/20/2021,10/16/2021,10/19/2021,YouGov,B+,1500,a,1.2517101,1.2517101,44,46,45.352119,46.463244,,,https://docs.cdn.yougov.com/mzvq4c7ty8/econTabReport.pdf,76904,146577,10/20/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Adults,10/20/2021,1/19/2021,1/21/2021,Morning Consult,B,15000,a,0.28182611,0,50,28,48.379107,30.037751,,T,https://morningconsult.com/form/global-leader-approval/,74272,139491,1/28/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Adults,10/20/2021,1/20/2021,1/21/2021,YouGov,B+,1516,a,1.2454012,0,45,28,46.165449,27.381555,,,https://docs.cdn.yougov.com/u3h9dresbn/20210120_yahoo_coronavirus_toplines.pdf,74327,139570,2/2/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Adults,10/20/2021,1/20/2021,1/21/2021,Ipsos,B-,1115,a,1.1013975,0,55,32,53.594087,31.921268,,,https://www.ipsos.com/sites/default/files/ct/news/documents/2021-01/2021_reuters_tracking_-_core_political_presidential_approval_tracker_01_22_2021.pdf,74248,139404,1/22/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Adults,10/20/2021,1/20/2021,1/22/2021,Morning Consult,B,15000,a,0.25363115,0,51,28,49.379107,30.037751,,T,https://morningconsult.com/form/global-leader-approval/,74273,139492,1/28/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Adults,10/20/2021,1/21/2021,1/23/2021,Morning Consult,B,15000,a,0.23249509,0,52,29,50.379107,31.037751,,T,https://morningconsult.com/form/global-leader-approval/,74274,139493,1/28/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Adults,10/20/2021,1/21/2021,1/24/2021,Monmouth University,A,809,a,1.5307823,0,54,30,54.37521,29.438076,,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_012721.pdf/,74263,139456,1/27/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Adults,10/20/2021,1/22/2021,1/24/2021,Morning Consult,B,15000,a,0.21609924,0,53,29,51.379107,31.037751,,T,https://morningconsult.com/form/global-leader-approval/,74257,139494,1/28/2021,10/20/2021 16:59
Joseph R. Biden Jr.,Adults,10/20/2021,1/23/2021,1/25/2021,Morning Consult,B,15000,a,0.20308255,0,53,30,51.379107,32.037751,,T,https://morningconsult.com/form/global-leader-approval/,74275,139495,1/28/2021,10/20/2021 16:59
